rollupcode,lineofbusiness,statecode,state,high_risk,coexisting_condition,60plus_age_old,70plus_age_old,80plus_age_old,60plus_age,70plus_age,80plus_age,asthma,cancer,liver_disease,chronic_kidney_disease,copd,ischemic_heart_disease,diabetes,heart_failure,hypertension,2plus_high_risk,anxiety,bipolar,depression,sud,oud,pct_adult_smoke,bh_high_needs_old,bh_high_needs,any_bh_conditions,high_risk_high_bh_old,high_risk_high_bh,high_risk_any_bh,nf_beds_rate,pct_nf_poor_rating,pop_density,pct_below_poverty,pct_income_below_50,pct_snap_benefits,pct_severe_housing_problems,pct_food_insecure,pct_uninsured,pct_unemployed,pct_children_from_single_parent_households,pct_children_on_free_or_reduced_lunchs,acute_hosp_all_beds_rate,pcp_rate,pcp_mlp_rate,any_bhprovider_rate,bh_psychiatrist_rate,bh_psychologist_rate,sdoh_percent_rank,sdoh_quintile,AnyCCorAge60+_percent_rank,AnyCCorAge60+_quintile,HighneedsBH_percentile,HighneedsBH_quintile,population,Members in Sample,Weighted Members in Sample,Pop Weight Factor,Sufficient Data?,Pct. Black,pct_white,pct_black_v2,pct_nativeamerican,pct_asian,pct_nativehawaiian,pct_othrace,pct_2races,pct_hispanic,pct_minority,pct_medicare,pct_medicaid,homeless_rate,pct_obese,pct_alcoholuse,violentcrime_rate,pct_rural,pct_jobsatrisk,incarcerated_rate,nursinghome_rate,high_risk_log,coexisting_condition_log,60plus_age_old_log,70plus_age_old_log,80plus_age_old_log,60plus_age_log,70plus_age_log,80plus_age_log,asthma_log,cancer_log,liver_disease_log,chronic_kidney_disease_log,copd_log,ischemic_heart_disease_log,diabetes_log,heart_failure_log,hypertension_log,2plus_high_risk_log,anxiety_log,bipolar_log,depression_log,sud_log,oud_log,pct_adult_smoke_log,bh_high_needs_old_log,bh_high_needs_log,any_bh_conditions_log,high_risk_high_bh_old_log,high_risk_high_bh_log,high_risk_any_bh_log,nf_beds_rate_log,pct_nf_poor_rating_log,pop_density_log,pct_below_poverty_log,pct_income_below_50_log,pct_snap_benefits_log,pct_severe_housing_problems_log,pct_food_insecure_log,pct_uninsured_log,pct_unemployed_log,pct_children_from_single_parent_households_log,pct_children_on_free_or_reduced_lunchs_log,acute_hosp_all_beds_rate_log,pcp_rate_log,pcp_mlp_rate_log,any_bhprovider_rate_log,bh_psychiatrist_rate_log,bh_psychologist_rate_log,sdoh_percent_rank_log,sdoh_quintile_log,AnyCCorAge60+_percent_rank_log,AnyCCorAge60+_quintile_log,HighneedsBH_percentile_log,HighneedsBH_quintile_log,population_log,Members in Sample_log,Weighted Members in Sample_log,Pop Weight Factor_log,Sufficient Data?_log,Pct. Black_log,pct_white_log,pct_black_v2_log,pct_nativeamerican_log,pct_asian_log,pct_nativehawaiian_log,pct_othrace_log,pct_2races_log,pct_hispanic_log,pct_minority_log,pct_medicare_log,pct_medicaid_log,homeless_rate_log,pct_obese_log,pct_alcoholuse_log,violentcrime_rate_log,pct_rural_log,pct_jobsatrisk_log,incarcerated_rate_log,nursinghome_rate_log,neighborhood_stress_score,algorex_sdoh_composite_score,social_isolation_score,transportation_access_score,food_access_score,unstable_housing_score,aces_score,public_transit_access_score,vehicle_access_score,state_govt_assistance,large_households,homeless_indicator
CY2017,All,WY,Wyoming,0.33388678,0.176073893,0.279051567,0.117562912,0.04131895,0.219805925,0.097223273,0.034384259,0.042734295,0.019394815,0.00684385,0.028755953,0.029682037,0.040882274,0.050098162,0.019790317,0.106028644,0.087127064,0.069868465,0.009881366,0.072841005,0.007438018,0.004442482,0.187,0.059889704,0.009588775,0.22199324,0.019325687,0.003691031,0.104056916,3497.192512,0.189189189,5,0.111,0.049,0.058,0.118,0.123,0.142,0.041,0.280270004,0.372169991,191.872428,85.21947874,204.7325103,339.5061728,9.430727023,31.37860082,0.43375,3,0.28,2,0.42,3,577737,23951,24255,0.979205347,1,0.01,0.841,0.009,0.022,0.008,0.001,0,0.021,0.098,0.137,0.188249314,0.092656036,93.96433471,0.289,0.198,219,0.352,0.389,721,434,-0.476400776,-0.754305033,-0.554315534,-0.929729665,-1.383850723,-0.657960606,-1.012229765,-1.463640324,-1.369223456,-1.712314359,-2.164699518,-1.541272235,-1.527506298,-1.388464955,-1.300178207,-1.703547249,-0.974576793,-1.059846921,-1.155718798,-2.005183014,-1.137624071,-2.128542775,-2.352374323,-0.728158393,-1.222647833,-2.018236892,-0.65366025,-1.713865059,-2.432852294,-0.98272905,3.54371954,-0.723103684,0.698970004,-0.954677021,-1.30980392,-1.236572006,-0.928117993,-0.910094889,-0.847711656,-1.387216143,-0.55242338,-0.429258648,2.283012571,1.930538873,2.311186812,2.530847675,0.974545174,1.496633574,-0.362760512,0.477121255,-0.552841969,0.301029996,-0.37675071,0.477121255,5.761730182,4.379323651,4.384801279,-0.009126224,0,-2,-0.075204004,-2.045757491,-1.657577319,-2.096910013,-3,,-1.677780705,-1.008773924,-0.863279433,-0.725266597,-1.033126285,1.972963043,-0.539102157,-0.70333481,2.340444115,-0.453457337,-0.410050399,2.857935265,2.63748973,-0.03,5.8,2.84,6.31,2.76,3.18,4.75,0.22,0.09,0.52,0.8,1.07
CY2017,Medicare FFS,AL,Alabama,0.910561635,0.642441456,0.816695904,0.455378275,0.173335561,0.224647048,0.107043629,0.036918153,0.143374266,0.078244647,0.028708267,0.186756885,0.12730766,0.212346504,0.23456687,0.108679308,0.556260964,0.452510233,0.162782279,0.02169131,0.144460223,0.017069028,0.020661042,0.209,0.067468605,0.022387436,0.41135522,0.059003703,0.01801576,0.383593685,3516.256535,0.271929825,96,0.18,0.078,0.15,0.143,0.163,0.11,0.039,0.380900002,0.510719986,265.5866459,78.68852189,190.4851827,98.76780413,10.12210224,12.38978299,0.65375,4,0.1,1,0.16,1,4887871,35913,35913,1,1,0.265,0.657,0.264,0.005,0.013,0,0.002,0.017,0.042,0.324,0.215433382,0.189013458,67.22642648,0.355,0.139,479,0.41,0.359,898,481,-0.040690652,-0.192166442,-0.087939623,-0.341627692,-0.76111233,-0.648499285,-0.970439177,-1.432760036,-0.843528792,-1.106545364,-1.541993023,-0.728723378,-0.895145464,-0.672954885,-0.629733327,-0.963853136,-0.254721416,-0.344371595,-0.788392876,-1.663714219,-0.840251719,-1.767791209,-1.684847779,-0.679853714,-1.170898269,-1.649995637,-0.385782987,-1.229120732,-1.744347405,-0.416128551,3.546080552,-0.565543157,1.982271233,-0.744727495,-1.107905397,-0.823908741,-0.844663963,-0.787812396,-0.958607315,-1.408935393,-0.419189025,-0.291817147,2.424206234,1.895911387,2.279861199,1.994615398,1.00527072,1.0930637,-0.184588298,0.602059991,-1,0,-0.795880017,0,6.689119736,4.555251686,4.555251686,0,0,-0.576754126,-0.18243463,-0.578396073,-2.301029996,-1.886056648,,-2.698970004,-1.769551079,-1.37675071,-0.48945499,-0.666687001,-0.723507273,1.827540026,-0.449771647,-0.8569852,2.680335513,-0.387216143,-0.444905551,2.953276337,2.682145076,-0.07,5.88,3.47,5.96,3.63,3.53,4.79,0.03,0.8,0.52,1.3,0.69
CY2017,Medicare FFS,AK,Alaska,0.941921859,0.479408659,0.895670539,0.464202746,0.126927138,0.165576643,0.061654724,0.018443744,0.088912355,0.058711721,0.02217529,0.119324182,0.074551214,0.116367476,0.154593453,0.063569166,0.353959873,0.288701162,0.080675818,0.012671595,0.086800422,0.017106653,0.015205913,0.21,0.064413939,0.020908131,0.325448786,0.054276663,0.014572334,0.302006336,1022.329836,0.210526316,1,0.102,0.047,0.103,0.205,0.136,0.148,0.066,0.305559998,0.40848999,165.0497925,127.0030397,311.9562936,423.7947913,17.06010981,27.35033477,0.67125,4,0.76,4,0.04,1,737438,4735,4735,1,1,0.032,0.61,0.031,0.14,0.062,0.012,0.002,0.074,0.069,0.314,0.135359786,0.300794107,258.203408,0.325,0.213,720,0.34,0.37,664,228,-0.025985124,-0.319294126,-0.047851711,-0.333292295,-0.896445512,-0.781000927,-1.210033643,-1.734150916,-1.051037887,-1.231275189,-1.654130692,-0.923271534,-1.12754528,-0.934168385,-0.810808902,-1.196753486,-0.451045969,-0.539551468,-1.093256622,-1.897168716,-1.061478163,-1.766834954,-1.817987499,-0.677780705,-1.191020142,-1.679684789,-0.487517344,-1.265386861,-1.836470893,-0.519983946,3.009591036,-0.676693609,0,-0.991399828,-1.327902142,-0.987162775,-0.688246139,-0.866461092,-0.829738285,-1.180456064,-0.514903501,-0.388818581,2.217614983,2.103814116,2.494093752,2.627155615,1.231981822,1.436962646,-0.173115701,0.602059991,-0.119186408,0.602059991,-1.397940009,0,5.867725513,3.675319983,3.675319983,0,0,-1.494850022,-0.214670165,-1.508638306,-0.853871964,-1.207608311,-1.920818754,-2.698970004,-1.13076828,-1.161150909,-0.503070352,-0.868510342,-0.521730676,2.41196197,-0.488116639,-0.671620397,2.857332496,-0.468521083,-0.431798276,2.822168079,2.357934847,-0.23,5.77,2.58,5.14,2.66,3.39,4.92,0.38,0.76,10,1.2,3.42
CY2017,Medicare FFS,AZ,Arizona,0.94624732,0.554896355,0.916464141,0.515082202,0.169454372,0.225596526,0.112675182,0.038451578,0.105980462,0.083035502,0.029354301,0.160257327,0.086728616,0.163998094,0.170526567,0.068954015,0.440862521,0.364260186,0.11467715,0.013604956,0.116797713,0.013176078,0.014176793,0.156,0.053681201,0.012985466,0.348129616,0.047700739,0.009816536,0.33273767,1465.433556,0.301369863,63,0.17,0.08,0.125,0.185,0.14,0.121,0.048,0.361110001,0.484990005,182.7620953,93.71586794,221.1030748,150.1480335,13.72991798,33.20143801,0.7875,4,0.92,5,0.02,1,7171646,41970,41970,1,1,0.043,0.551,0.041,0.039,0.032,0.002,0.001,0.022,0.311,0.426,0.194275402,0.250820344,146.9468334,0.275,0.167,435,0.102,0.363,1096,216,-0.023995338,-0.255788128,-0.037884523,-0.288123456,-0.770947222,-0.646667593,-0.94817173,-1.415085833,-0.974774192,-1.080736184,-1.532328257,-0.795182105,-1.061837584,-0.785161199,-0.768207951,-1.161440441,-0.35569682,-0.438588295,-0.940523109,-1.866302858,-0.932565661,-1.880213843,-1.848422002,-0.806875402,-1.270177776,-1.886542467,-0.458259029,-1.321474893,-2.008041753,-0.477898029,3.165966132,-0.520900179,1.799340549,-0.769551079,-1.096910013,-0.903089987,-0.732828272,-0.853871964,-0.91721463,-1.318758763,-0.442360484,-0.314267212,2.261886128,1.971813132,2.344594782,2.176519649,1.137667943,1.521156894,-0.103749438,0.602059991,-0.036212173,0.698970004,-1.698970004,0,6.855618844,4.622938969,4.622938969,0,0,-1.366531544,-0.258848401,-1.387216143,-1.408935393,-1.494850022,-2.698970004,-3,-1.657577319,-0.507239611,-0.370590401,-0.711582183,-0.60063724,2.167160232,-0.560667306,-0.777283529,2.638489257,-0.991399828,-0.440093375,3.039810554,2.334453751,-0.22,6.13,2.83,4.71,2.76,3.27,4.63,0.36,0.49,0.81,0.8,2.38
CY2017,Medicare FFS,AR,Arkansas,0.913130845,0.612643945,0.838086405,0.48326764,0.174163382,0.223850768,0.109216627,0.038486681,0.131115233,0.082579798,0.025968004,0.147345235,0.120758946,0.220689389,0.205193601,0.103524229,0.504482572,0.418579488,0.158899451,0.021408146,0.154107736,0.01808486,0.01808486,0.223,0.074851225,0.022335575,0.422714275,0.063799366,0.016848288,0.389635984,5140.003402,0.417777778,57,0.181,0.076,0.136,0.143,0.173,0.093,0.037,0.357669983,0.635909996,258.5340759,85.29374629,191.1385842,257.4930892,10.9135699,18.267637,0.6325,4,0.12,1,0.34,2,3013825,25878,25878,1,1,0.154,0.727,0.153,0.006,0.015,0.003,0.002,0.022,0.073,0.25,0.213726652,0.285954672,91.23744436,0.342,0.158,515,0.438,0.357,960,635,-0.039466987,-0.212791854,-0.076711204,-0.315812285,-0.759043151,-0.650041411,-0.961711239,-1.414689543,-0.882346849,-1.083126184,-1.585561431,-0.831663904,-0.918080686,-0.656218548,-0.687836187,-0.984957995,-0.297153832,-0.378222058,-0.798877603,-1.669420942,-0.81217556,-1.742684849,-1.742684849,-0.651695137,-1.125801088,-1.65100287,-0.373953086,-1.195183637,-1.773444219,-0.409340942,3.710963406,-0.379054664,1.755874856,-0.742321425,-1.119186408,-0.866461092,-0.844663963,-0.761953897,-1.031517051,-1.431798276,-0.446517506,-0.196604348,2.412517793,1.93091719,2.281348365,2.410765578,1.037966834,1.261682373,-0.19893947,0.602059991,-0.920818754,0,-0.468521083,0.301029996,6.479118031,4.412930709,4.412930709,0,0,-0.812479279,-0.138465589,-0.815308569,-2.22184875,-1.823908741,-2.522878745,-2.698970004,-1.657577319,-1.13667714,-0.602059991,-0.670141318,-0.543702803,1.960173112,-0.465973894,-0.801342913,2.711807229,-0.358525889,-0.447331784,2.982271233,2.802773725,-0.06,5.74,3.43,7.48,3.7,3.58,4.9,0.03,0.83,1.18,1.2,1.39
CY2017,Medicare FFS,CA,California,0.936636301,0.510398574,0.894231792,0.49814917,0.193271183,0.191779612,0.090352491,0.034461807,0.097544549,0.070341657,0.031091914,0.149398164,0.080241443,0.152654206,0.181421822,0.085720507,0.404377174,0.340547603,0.105312464,0.018417148,0.120017825,0.017591744,0.013150765,0.113,0.07000238,0.022853063,0.310245646,0.062274976,0.017768978,0.290370115,2301.431422,0.305951383,253,0.151,0.065,0.093,0.269,0.11,0.082,0.042,0.318400002,0.579869995,165.5651266,95.91654504,172.0243778,271.7015512,19.36492735,42.92657229,0.625,4,0.68,4,0.22,2,39557045,197479,197479,1,1,0.058,0.375,0.055,0.004,0.141,0.004,0.002,0.03,0.389,0.592,0.16063896,0.294118488,388.0629858,0.236,0.192,420,0.05,0.367,739,300,-0.028429014,-0.292090548,-0.048549894,-0.302640589,-0.713832895,-0.717197565,-1.044059868,-1.462661958,-1.010796995,-1.152787405,-1.507352542,-0.82565474,-1.09560127,-0.816291225,-0.741310476,-1.066915269,-0.393213367,-0.467822172,-0.977520226,-1.734777622,-0.920754248,-1.754691104,-1.881048983,-0.946921557,-1.154887194,-1.641055586,-0.508294305,-1.205686431,-1.750337551,-0.537048083,3.361998038,-0.514347579,2.403120521,-0.821023053,-1.187086643,-1.031517051,-0.57024772,-0.958607315,-1.086186148,-1.37675071,-0.497026938,-0.236669363,2.218968866,1.981893527,2.235589996,2.434092118,1.287015872,1.632726211,-0.204119983,0.602059991,-0.167491087,0.602059991,-0.657577319,0.301029996,7.597223841,5.295520919,5.295520919,0,0,-1.236572006,-0.425968732,-1.259637311,-2.397940009,-0.850780887,-2.397940009,-2.698970004,-1.522878745,-0.410050399,-0.227678293,-0.794149116,-0.531477676,2.588902221,-0.627087997,-0.716698771,2.62324929,-1.301029996,-0.435333936,2.868644438,2.477121255,-0.16,6.37,2.76,4.16,3.05,2.35,4.95,1.17,0.83,4.46,1.1,6.79
CY2017,Medicare FFS,CO,Colorado,0.931860902,0.471166756,0.892252954,0.468817132,0.165245704,0.193776112,0.085370812,0.0294724,0.102175081,0.070790816,0.024469656,0.120837809,0.087372449,0.123220999,0.133592911,0.065923738,0.335459184,0.286855532,0.103215628,0.020307465,0.127584586,0.018964823,0.015440387,0.146,0.073274705,0.019803974,0.35200725,0.062701396,0.013829216,0.32518797,2940.927006,0.287610619,54,0.115,0.051,0.082,0.165,0.106,0.087,0.033,0.281359997,0.425209999,154.0691755,115.754217,260.0929014,359.8626253,17.1617169,41.09247112,0.32625,2,0.58,3,0.3,2,5695564,29792,29792,1,1,0.041,0.683,0.039,0.005,0.031,0.001,0.002,0.024,0.214,0.291,0.167289216,0.231530139,176.9330706,0.218,0.205,326,0.138,0.354,859,359,-0.03064891,-0.32682536,-0.049512006,-0.328996526,-0.781869822,-0.712699761,-1.068690586,-1.530584497,-0.990655009,-1.150023082,-1.611372136,-0.917797158,-1.058625491,-0.909315275,-0.874216587,-1.180958175,-0.474360314,-0.54233677,-0.986254541,-1.692344287,-0.894201791,-1.722051206,-1.811341819,-0.835647144,-1.135045921,-1.703247648,-0.453448392,-1.20272279,-1.859202443,-0.487865529,3.468484245,-0.541195083,1.73239376,-0.93930216,-1.292429824,-1.086186148,-0.782516056,-0.974694135,-1.060480747,-1.48148606,-0.550737649,-0.371396531,2.187715758,2.063536822,2.415128499,2.556136744,1.234560734,1.613762259,-0.48644948,0.301029996,-0.236572006,0.477121255,-0.522878745,0.301029996,6.755536736,4.474099659,4.474099659,0,0,-1.387216143,-0.165579296,-1.408935393,-2.301029996,-1.508638306,-3,-2.698970004,-1.619788758,-0.669586227,-0.536107011,-0.776532055,-0.635392467,2.247809015,-0.661543506,-0.688246139,2.5132176,-0.860120914,-0.450996738,2.933993164,2.555094449,-0.07,5.71,2.7,4.84,2.78,3.07,4.78,0.73,0.33,1.42,1,3.63
CY2017,Medicare FFS,CT,Connecticut,0.942179106,0.597997913,0.890271712,0.544158003,0.234182352,0.229939433,0.112100671,0.045033874,0.124415414,0.093379198,0.028871797,0.157229544,0.097630735,0.168785993,0.192710548,0.094074904,0.488115023,0.390870792,0.156649789,0.026282225,0.157306845,0.01870676,0.014261972,0.127,0.116298844,0.032234376,0.397905152,0.103969389,0.025470568,0.372434584,4464.383412,0.330232558,737,0.101,0.047,0.124,0.181,0.113,0.063,0.041,0.317740002,0.377410011,184.6165146,112.7841094,286.0498798,373.2113536,35.49889581,45.82028322,0.44125,3,0.78,4,0.96,5,3572665,25873,25873,1,1,0.105,0.675,0.098,0.001,0.044,0,0.003,0.021,0.157,0.301,0.188764822,0.236656616,84.37942867,0.258,0.171,232,0.12,0.343,611,737,-0.025866531,-0.223300332,-0.050477426,-0.264274979,-0.630445836,-0.638386543,-0.95039179,-1.346460691,-0.905125811,-1.02974986,-1.539526184,-0.803465845,-1.010413441,-0.772663597,-0.715094514,-1.026526216,-0.311477826,-0.407966781,-0.805070186,-1.580337871,-0.803252379,-1.728001426,-1.845820421,-0.896196279,-0.934424602,-1.491680738,-0.400220438,-0.983094508,-1.593961374,-0.428949998,3.649761486,-0.481180111,2.867467488,-0.995678626,-1.327902142,-0.906578315,-0.742321425,-0.946921557,-1.200659451,-1.387216143,-0.497928106,-0.423186584,2.266270548,2.052247914,2.45644177,2.571954847,1.550214845,1.661057769,-0.355315282,0.477121255,-0.107905397,0.602059991,-0.017728767,0.698970004,6.552992295,4.412846789,4.412846789,0,0,-0.978810701,-0.170696227,-1.008773924,-3,-1.356547324,,-2.522878745,-1.677780705,-0.804100348,-0.521433504,-0.724078937,-0.62588135,1.92623658,-0.588380294,-0.76700389,2.365487985,-0.920818754,-0.46470588,2.78604121,2.867467488,-0.09,5.84,2.76,4.23,2.71,2.89,4.66,1.34,1.49,4.77,1.5,1.06
CY2017,Medicare FFS,DE,Delaware,0.949836066,0.674098361,0.896830601,0.52568306,0.180327869,0.240922806,0.115648845,0.038759551,0.128743169,0.097814208,0.030054645,0.17420765,0.106885246,0.210819672,0.235519126,0.083825137,0.57136612,0.451147541,0.156830601,0.023606557,0.145901639,0.011147541,0.024808743,0.17,0.094098361,0.017486339,0.403934426,0.085245902,0.01420765,0.384153005,3047.986797,0.217391304,496,0.121,0.059,0.121,0.148,0.122,0.061,0.038,0.379939995,0.377999992,198.2554369,112.9557968,274.3363582,267.978621,17.58973946,67.07412698,0.55375,3,0.98,5,0.78,4,967171,9150,9150,1,1,0.219,0.627,0.216,0.003,0.038,0,0.002,0.023,0.091,0.348,0.2202744,0.244754867,97.59126532,0.309,0.168,499,0.167,0.371,761,511,-0.022351344,-0.171276729,-0.047289581,-0.279276018,-0.743937149,-0.618122087,-0.936858701,-1.411621261,-0.890275805,-1.009598057,-1.522088397,-0.758932778,-0.971082239,-0.676088867,-0.627973819,-1.076625728,-0.243085515,-0.345681405,-0.804569193,-1.62696735,-0.835939829,-1.952820922,-1.60539524,-0.769551079,-1.026417941,-1.757301111,-0.393689132,-1.06932649,-1.847477742,-0.415495765,3.484013081,-0.662757832,2.695481676,-0.91721463,-1.229147988,-0.91721463,-0.829738285,-0.913640169,-1.214670165,-1.420216403,-0.420284987,-0.422508209,2.297225106,2.052908523,2.438283369,2.428100148,1.245259407,1.826555029,-0.256686261,0.477121255,-0.008773924,0.698970004,-0.107905397,0.602059991,5.985503266,3.961421094,3.961421094,0,0,-0.659555885,-0.202732459,-0.665546249,-2.522878745,-1.420216403,,-2.698970004,-1.638272164,-1.040958608,-0.458420756,-0.657035973,-0.611268664,1.989410949,-0.510041521,-0.774690718,2.698100546,-0.777283529,-0.43062609,2.881384657,2.7084209,-0.07,5.82,2.65,3.89,2.91,3.1,4.67,0.69,0.7,2.07,1.3,1.28
CY2017,Medicare FFS,DC,District of Columbia,0.932922493,0.531168523,0.86371178,0.507703247,0.208106186,0.168263457,0.081246402,0.029661153,0.096231334,0.078928656,0.028442759,0.165205025,0.071580943,0.137947381,0.191514577,0.097416449,0.432329936,0.363119223,0.075847357,0.028205736,0.109030576,0.02773169,0.018487793,0.16,0.098127518,0.037923679,0.334676464,0.086750415,0.032946196,0.310026073,3226.817435,0.166666667,11506,0.174,0.094,0.144,0.215,0.11,0.043,0.056,0.542680016,0.750690002,298.338318,250.7469612,490.1909752,560.2395035,77.18723183,134.148137,0.76375,4,0.6,3,0.9,5,702455,4219,4219,1,1,0.477,0.362,0.461,0.002,0.038,0,0.004,0.023,0.109,0.611,0.139494729,0.365870453,969.8226181,0.235,0.273,1226,0,0.297,637,509,-0.030154436,-0.274767669,-0.063631157,-0.294390059,-0.68171501,-0.774010192,-1.09019586,-1.527811969,-1.016683494,-1.102765292,-1.546028279,-0.781976747,-1.145202585,-0.86028654,-0.717798164,-1.011367705,-0.364184691,-0.43995076,-1.120059548,-1.549662563,-0.962451694,-1.557023663,-1.73311493,-0.795880017,-1.008209186,-1.421089543,-0.475374828,-1.061728439,-1.482194725,-0.508601781,3.508774395,-0.77815125,4.06092437,-0.759450752,-1.026872146,-0.841637508,-0.66756154,-0.958607315,-1.366531544,-1.251811973,-0.265456171,-0.124539368,2.474709037,2.399235679,2.690365311,2.748373728,1.887545466,2.127584646,-0.117048777,0.602059991,-0.22184875,0.477121255,-0.045757491,0.698970004,5.846618508,3.625209525,3.625209525,0,0,-0.321481621,-0.441291429,-0.336299075,-2.698970004,-1.420216403,,-2.397940009,-1.638272164,-0.962573502,-0.21395879,-0.855442204,-0.436672661,2.986692308,-0.628932138,-0.563837353,3.08849047,,-0.527243551,2.804139432,2.706717782,-0.08,5.9,3.18,3.56,3.29,2.97,4.75,10,10,5.79,0.7,10
CY2017,Medicare FFS,FL,Florida,0.946082023,0.614091791,0.900919342,0.538432809,0.211728794,0.261128105,0.137313813,0.051438725,0.131422826,0.0938519,0.031264814,0.183990519,0.11862386,0.230984702,0.202844215,0.093672341,0.511427135,0.430108454,0.159240106,0.021159233,0.151188681,0.016275228,0.013567478,0.161,0.082712059,0.022121669,0.400201106,0.076700424,0.01862386,0.383538031,2148.672906,0.293865906,397,0.155,0.068,0.144,0.201,0.134,0.16,0.036,0.384570007,0.588969994,238.2430962,98.89810595,233.0060088,176.0982979,12.30370353,23.22663072,0.65,4,0.9,5,0.5,3,21299325,139230,139230,1,1,0.161,0.544,0.154,0.002,0.027,0.001,0.003,0.018,0.252,0.435,0.22427679,0.178169709,139.6951157,0.266,0.171,484,0.088,0.395,944,390,-0.02407121,-0.211766708,-0.045314089,-0.268868485,-0.674220076,-0.583146383,-0.862285774,-1.288709808,-0.881329198,-1.027556931,-1.504944151,-0.735204556,-0.925827948,-0.636416782,-0.692837374,-1.028388626,-0.291216233,-0.366422021,-0.797947542,-1.674500079,-0.820480722,-1.788472919,-1.867500874,-0.793174124,-1.082431168,-1.655182107,-0.397721715,-1.115202235,-1.729930306,-0.416191566,3.332170308,-0.531850797,2.598790507,-0.809668302,-1.167491087,-0.841637508,-0.696803943,-0.872895202,-0.795880017,-1.443697499,-0.41502459,-0.22990683,2.377020325,1.995187974,2.367367121,2.245755158,1.090035858,1.365986215,-0.187086643,0.602059991,-0.045757491,0.698970004,-0.301029996,0.477121255,7.32836584,5.143732823,5.143732823,0,0,-0.793174124,-0.2644011,-0.812479279,-2.698970004,-1.568636236,-3,-2.522878745,-1.744727495,-0.598599459,-0.361510743,-0.649215668,-0.749166129,2.145181222,-0.575118363,-0.76700389,2.684845362,-1.055517328,-0.403402904,2.974971994,2.591064607,-0.1,6.14,2.93,5.69,2.93,3.29,4.82,0.39,0.76,1.78,1.1,2.63
CY2017,Medicare FFS,GA,Georgia,0.92771554,0.616782198,0.85721065,0.47328102,0.167635544,0.187511143,0.084546866,0.027438062,0.119722726,0.07823331,0.028218904,0.183753368,0.107045404,0.182143281,0.219073606,0.095181601,0.527837568,0.423232717,0.145602766,0.020778604,0.138738708,0.014931444,0.015185669,0.175,0.072928495,0.022388692,0.392302086,0.065572937,0.018134671,0.370235412,3038.840999,0.491620112,182,0.169,0.077,0.145,0.169,0.144,0.155,0.039,0.375670013,0.627999992,180.2064081,84.21199151,209.3291909,142.1144748,12.09610028,20.06541108,0.6525,4,0.44,3,0.28,2,10519475,59003,59003,1,1,0.313,0.532,0.31,0.002,0.039,0,0.003,0.02,0.094,0.445,0.168980855,0.174188843,102.3659443,0.32,0.144,387,0.249,0.367,1114,358,-0.032585169,-0.20986817,-0.066912442,-0.324880912,-0.775633892,-0.726972918,-1.072902486,-1.561646574,-0.921823403,-1.106608295,-1.549459858,-0.735764692,-0.970431974,-0.739586845,-0.659409943,-1.021446994,-0.277499703,-0.373420768,-0.836830375,-1.682383634,-0.857802354,-1.82589819,-1.818566071,-0.756961951,-1.137102749,-1.649971276,-0.406379383,-1.183275364,-1.741490316,-0.431522045,3.482707977,-0.308370359,2.260071388,-0.772113295,-1.113509275,-0.838631998,-0.772113295,-0.841637508,-0.809668302,-1.408935393,-0.42519347,-0.202040362,2.25577023,1.925373938,2.320829795,2.152638314,1.082645379,1.302448062,-0.185419484,0.602059991,-0.356547324,0.477121255,-0.552841969,0.301029996,7.021994066,4.770874094,4.770874094,0,0,-0.504455662,-0.274088368,-0.508638306,-2.698970004,-1.408935393,,-2.522878745,-1.698970004,-1.026872146,-0.351639989,-0.772162498,-0.758979665,2.010155497,-0.494850022,-0.841637508,2.587710965,-0.603800653,-0.435333936,3.046885191,2.553883027,-0.12,5.82,2.94,6.42,2.98,3.2,4.76,0.46,0.72,0.52,1.2,0.9
